nohup: ignoring input
[23:09:03] === SVD (poison-only) — NO post-fit nudge ===
[23:09:08] Original users: 53,424
[23:09:08] Training baseline SVD on ORIGINAL...
[05:49:40] Scored 41,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:42] Scored 42,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:44] Scored 43,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:46] Scored 44,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:48] Scored 45,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:50] Scored 46,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:52] Scored 47,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:54] Scored 48,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:56] Scored 49,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:49:58] Scored 50,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:50:00] Scored 51,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:50:02] Scored 52,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:50:05] Scored 53,000/53,424 users for f_Nonfiction_50_pos7_neg0_sample...
[05:50:09] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Nonfiction_50_pos7_neg0_sample_15recommendation.csv (801360 rows)
[05:50:13] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Nonfiction_50_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[05:50:20] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Nonfiction_50_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[05:50:24] [41/53] f_Romance_100_pos7_neg0_sample — loading & training...
[05:57:58] Scored 1,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:00] Scored 2,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:02] Scored 3,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:05] Scored 4,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:09] Scored 5,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:11] Scored 6,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:13] Scored 7,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:15] Scored 8,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:17] Scored 9,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:19] Scored 10,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:21] Scored 11,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:23] Scored 12,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:26] Scored 13,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:28] Scored 14,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:30] Scored 15,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:32] Scored 16,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:35] Scored 17,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:38] Scored 18,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:40] Scored 19,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:43] Scored 20,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:45] Scored 21,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:47] Scored 22,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:49] Scored 23,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:51] Scored 24,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:53] Scored 25,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:55] Scored 26,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:58:58] Scored 27,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:00] Scored 28,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:02] Scored 29,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:04] Scored 30,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:07] Scored 31,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:10] Scored 32,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:12] Scored 33,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:15] Scored 34,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:17] Scored 35,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:19] Scored 36,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:21] Scored 37,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:23] Scored 38,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:25] Scored 39,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:27] Scored 40,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:29] Scored 41,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:31] Scored 42,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:33] Scored 43,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:35] Scored 44,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:38] Scored 45,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:39] Scored 46,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:41] Scored 47,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:43] Scored 48,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:45] Scored 49,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:47] Scored 50,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:49] Scored 51,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:51] Scored 52,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:53] Scored 53,000/53,424 users for f_Romance_100_pos7_neg0_sample...
[05:59:57] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[06:00:01] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[06:00:08] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[06:00:12] [42/53] f_Romance_200_pos7_neg0_sample — loading & training...
[06:08:48] Scored 1,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:08:50] Scored 2,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:08:52] Scored 3,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:08:55] Scored 4,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:08:57] Scored 5,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:08:59] Scored 6,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:01] Scored 7,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:03] Scored 8,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:05] Scored 9,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:08] Scored 10,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:10] Scored 11,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:12] Scored 12,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:14] Scored 13,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:16] Scored 14,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:18] Scored 15,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:20] Scored 16,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:22] Scored 17,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:24] Scored 18,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:27] Scored 19,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:29] Scored 20,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:31] Scored 21,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:33] Scored 22,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:35] Scored 23,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:37] Scored 24,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:39] Scored 25,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:41] Scored 26,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:43] Scored 27,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:45] Scored 28,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:47] Scored 29,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:49] Scored 30,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:51] Scored 31,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:53] Scored 32,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:55] Scored 33,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:57] Scored 34,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:09:59] Scored 35,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:01] Scored 36,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:03] Scored 37,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:05] Scored 38,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:07] Scored 39,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:10] Scored 40,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:12] Scored 41,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:14] Scored 42,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:16] Scored 43,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:18] Scored 44,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:20] Scored 45,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:22] Scored 46,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:25] Scored 47,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:27] Scored 48,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:29] Scored 49,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:31] Scored 50,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:33] Scored 51,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:35] Scored 52,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:38] Scored 53,000/53,424 users for f_Romance_200_pos7_neg0_sample...
[06:10:41] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_200_pos7_neg0_sample_15recommendation.csv (801360 rows)
[06:10:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_200_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[06:10:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_200_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[06:10:57] [43/53] f_Romance_25_pos7_neg0_sample — loading & training...
[06:18:10] Scored 1,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:12] Scored 2,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:15] Scored 3,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:17] Scored 4,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:19] Scored 5,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:21] Scored 6,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:23] Scored 7,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:25] Scored 8,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:27] Scored 9,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:30] Scored 10,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:32] Scored 11,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:34] Scored 12,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:36] Scored 13,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:38] Scored 14,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:40] Scored 15,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:43] Scored 16,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:45] Scored 17,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:48] Scored 18,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:50] Scored 19,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:52] Scored 20,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:54] Scored 21,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:56] Scored 22,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:18:58] Scored 23,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:00] Scored 24,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:03] Scored 25,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:05] Scored 26,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:07] Scored 27,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:09] Scored 28,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:11] Scored 29,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:14] Scored 30,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:16] Scored 31,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:18] Scored 32,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:20] Scored 33,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:22] Scored 34,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:24] Scored 35,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:27] Scored 36,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:29] Scored 37,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:31] Scored 38,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:33] Scored 39,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:35] Scored 40,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:37] Scored 41,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:39] Scored 42,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:41] Scored 43,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:43] Scored 44,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:45] Scored 45,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:48] Scored 46,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:50] Scored 47,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:52] Scored 48,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:54] Scored 49,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:56] Scored 50,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:19:58] Scored 51,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:20:00] Scored 52,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:20:02] Scored 53,000/53,424 users for f_Romance_25_pos7_neg0_sample...
[06:20:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_25_pos7_neg0_sample_15recommendation.csv (801360 rows)
[06:20:10] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_25_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[06:20:17] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_25_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[06:20:20] [44/53] f_Romance_50_pos7_neg0_sample — loading & training...
[06:27:35] Scored 1,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:37] Scored 2,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:39] Scored 3,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:41] Scored 4,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:43] Scored 5,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:45] Scored 6,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:47] Scored 7,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:49] Scored 8,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:51] Scored 9,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:53] Scored 10,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:56] Scored 11,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:27:58] Scored 12,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:00] Scored 13,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:02] Scored 14,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:04] Scored 15,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:06] Scored 16,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:09] Scored 17,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:11] Scored 18,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:13] Scored 19,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:15] Scored 20,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:17] Scored 21,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:19] Scored 22,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:22] Scored 23,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:24] Scored 24,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:26] Scored 25,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:28] Scored 26,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:30] Scored 27,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:33] Scored 28,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:35] Scored 29,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:37] Scored 30,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:39] Scored 31,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:41] Scored 32,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:44] Scored 33,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:46] Scored 34,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:48] Scored 35,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:50] Scored 36,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:52] Scored 37,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:55] Scored 38,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:57] Scored 39,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:28:59] Scored 40,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:01] Scored 41,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:03] Scored 42,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:06] Scored 43,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:08] Scored 44,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:10] Scored 45,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:13] Scored 46,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:15] Scored 47,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:17] Scored 48,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:19] Scored 49,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:22] Scored 50,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:24] Scored 51,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:26] Scored 52,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:28] Scored 53,000/53,424 users for f_Romance_50_pos7_neg0_sample...
[06:29:32] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_50_pos7_neg0_sample_15recommendation.csv (801360 rows)
[06:29:37] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_50_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[06:29:43] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Romance_50_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[06:29:47] [45/53] f_Science_Fiction_100_pos7_neg0_sample — loading & training...
[06:36:52] Scored 1,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:36:54] Scored 2,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:36:56] Scored 3,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:36:58] Scored 4,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:00] Scored 5,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:02] Scored 6,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:04] Scored 7,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:06] Scored 8,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:08] Scored 9,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:10] Scored 10,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:12] Scored 11,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:14] Scored 12,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:16] Scored 13,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:18] Scored 14,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:21] Scored 15,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:23] Scored 16,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:25] Scored 17,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:27] Scored 18,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:29] Scored 19,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:31] Scored 20,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:34] Scored 21,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:36] Scored 22,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:38] Scored 23,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:40] Scored 24,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:42] Scored 25,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:45] Scored 26,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:47] Scored 27,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:49] Scored 28,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:51] Scored 29,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:53] Scored 30,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:56] Scored 31,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:37:58] Scored 32,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:00] Scored 33,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:02] Scored 34,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:04] Scored 35,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:07] Scored 36,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:09] Scored 37,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:11] Scored 38,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:13] Scored 39,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:15] Scored 40,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:18] Scored 41,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:20] Scored 42,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:22] Scored 43,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:24] Scored 44,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:26] Scored 45,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:29] Scored 46,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:31] Scored 47,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:33] Scored 48,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:35] Scored 49,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:37] Scored 50,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:40] Scored 51,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:42] Scored 52,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:44] Scored 53,000/53,424 users for f_Science_Fiction_100_pos7_neg0_sample...
[06:38:48] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Science_Fiction_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[06:38:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Science_Fiction_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[06:38:59] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Science_Fiction_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[06:39:03] [46/53] f_Science_Fiction_200_pos7_neg0_sample — loading & training...
[06:46:30] Scored 1,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:33] Scored 2,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:35] Scored 3,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:37] Scored 4,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:39] Scored 5,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:41] Scored 6,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:43] Scored 7,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
[06:46:46] Scored 8,000/53,424 users for f_Science_Fiction_200_pos7_neg0_sample...
